id,stratum,areastratum,transect,grid,length,DATE,YEAR,observer,Point,PointStartTime,StartTime,EndTime,TEMP_ST,TEMP_END,SKY_ST,SKY_END,WIND_ST,WIND_END,PtVisitZone,PtVisitEasting,PtVisitNorthing,Species,BirdCode,perpDistance,How,CL_Count,CL_ID,
47,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,302,1033,1003,1043,12,15,0,0,4,4,13,578800,3362250,Northern Harrier,NOHA,70,V,1,NULL,
48,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,302,1033,1003,1043,12,15,0,0,4,4,13,578800,3362250,Black-throated Sparrow,BTSP,30,V,2,NULL,
49,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,304,1023,1003,1043,12,15,0,0,4,4,13,578600,3362250,Unknown Bird,UNBI,20,O,1,NULL,
50,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,304,1023,1003,1043,12,15,0,0,4,4,13,578600,3362250,Unknown Raptor,UNRA,999,V,1,NULL,
51,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,304,1023,1003,1043,12,15,0,0,4,4,13,578600,3362250,Eastern Meadowlark,EAME,21,V,1,NULL,
52,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,304,1023,1003,1043,12,15,0,0,4,4,13,578600,3362250,Loggerhead Shrike,LOSH,113,V,1,NULL,
53,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,306,1013,1003,1043,12,15,0,0,4,4,13,578400,3362250,Eastern Meadowlark,EAME,14,V,1,NULL,
54,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,306,1013,1003,1043,12,15,0,0,4,4,13,578400,3362250,Eastern Meadowlark,EAME,30,V,1,NULL,
55,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,308,1003,1003,1043,12,15,0,0,4,4,13,578200,3362250,Unknown Bird,UNBI,30,O,1,NULL,
56,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,308,1003,1003,1043,12,15,0,0,4,4,13,578200,3362250,House Finch,HOFI,90,O,1,NULL,
57,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,308,1003,1003,1043,12,15,0,0,4,4,13,578200,3362250,Black-throated Sparrow,BTSP,45,O,1,NULL,
58,HT,33.12,HT1-3,HT1,800,1/18/2019,2019,SORUE,308,1003,1003,1043,12,15,0,0,4,4,13,578200,3362250,Northern Harrier,NOHA,360,V,1,NULL,
59,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Brewer's Sparrow,BRSP,31,V,6,NULL,
60,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Black-throated Sparrow,BTSP,36,V,1,NULL,
61,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Cactus Wren,CACW,40,V,2,NULL,
62,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Brewer's Sparrow,BRSP,30,V,1,A,
63,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Brewer's Sparrow,BRSP,30,V,1,A,
64,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Black-throated Sparrow,BTSP,30,V,1,NULL,
65,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Vesper Sparrow,VESP,16,V,2,NULL,
66,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,102,944,944,1033,9,10,0,0,3,4,13,577800,3364750,Clay-colored Sparrow,CCSP,31,V,2,NULL,
67,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,104,954,944,1033,9,10,0,0,3,4,13,577600,3364750,Red-tailed Hawk,RTHA,304,V,1,NULL,
68,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,104,954,944,1033,9,10,0,0,3,4,13,577600,3364750,Brewer's Blackbird,BRBL,12,V,6,NULL,
69,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,104,954,944,1033,9,10,0,0,3,4,13,577600,3364750,Mourning Dove,MODO,21,V,3,NULL,
70,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,104,954,944,1033,9,10,0,0,3,4,13,577600,3364750,Mourning Dove,MODO,14,V,2,NULL,
71,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,106,1001,944,1033,9,10,0,0,3,4,13,577400,3364750,Brewer's Blackbird,BRBL,26,V,3,NULL,
72,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,106,1001,944,1033,9,10,0,0,3,4,13,577400,3364750,Vesper Sparrow,VESP,15,V,1,NULL,
73,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,106,1001,944,1033,9,10,0,0,3,4,13,577400,3364750,Vesper Sparrow,VESP,8,V,1,NULL,
74,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,106,1001,944,1033,9,10,0,0,3,4,13,577400,3364750,Canyon Towhee,CANT,26,V,2,NULL,
75,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,106,1001,944,1033,9,10,0,0,3,4,13,577400,3364750,Red-tailed Hawk,RTHA,26,V,1,NULL,
76,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,108,1022,944,1033,9,10,0,0,3,4,13,577200,3364750,Unknown Ammodramus,AMSP,4,O,1,NULL,
77,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,108,1022,944,1033,9,10,0,0,3,4,13,577200,3364750,Loggerhead Shrike,LOSH,90,V,1,NULL,
78,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,108,1022,944,1033,9,10,0,0,3,4,13,577200,3364750,Mourning Dove,MODO,24,V,3,NULL,
79,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,108,1022,944,1033,9,10,0,0,3,4,13,577200,3364750,Unknown Bird,UNBI,591,V,1,NULL,
80,HT,33.12,HT2-1,HT2,800,1/18/2019,2019,ACT,108,1022,944,1033,9,10,0,0,3,4,13,577200,3364750,Sagebrush Sparrow,SAGS,40,O,2,NULL,
81,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,202,924,844,934,5,9,0,0,2,3,13,577800,3364500,Red-tailed Hawk,RTHA,3,V,2,NULL,
82,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,202,924,844,934,5,9,0,0,2,3,13,577800,3364500,Unknown Sparrow,UNSP,39,O,1,NULL,
83,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Canyon Towhee,CANT,70,V,3,NULL,
84,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Unknown Sparrow,UNSP,43,O,1,NULL,
85,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Unknown Sparrow,UNSP,43,O,1,NULL,
86,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Brewer's Blackbird,BRBL,350,V,15,NULL,
87,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Unknown Raptor,UNRA,110,O,1,NULL,
88,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,204,916,844,934,5,9,0,0,2,3,13,577600,3364500,Black-throated Sparrow,BTSP,66,V,2,NULL,
89,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,206,902,844,934,5,9,0,0,2,3,13,577400,3364500,Brewer's Sparrow,BRSP,58,V,1,NULL,
90,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,206,902,844,934,5,9,0,0,2,3,13,577400,3364500,Black-throated Sparrow,BTSP,60,V,1,NULL,
91,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,206,902,844,934,5,9,0,0,2,3,13,577400,3364500,Brewer's Sparrow,BRSP,8,V,1,NULL,
92,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,206,902,844,934,5,9,0,0,2,3,13,577400,3364500,Brewer's Sparrow,BRSP,39,V,8,NULL,
93,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Brewer's Sparrow,BRSP,36,V,3,NULL,
94,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Sagebrush Sparrow,SAGS,36,V,2,NULL,
95,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Black-throated Sparrow,BTSP,38,V,2,NULL,
96,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Chihuahuan Raven,CHRA,59,O,1,NULL,
97,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Chihuahuan Raven,CHRA,90,V,1,NULL,
98,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Black-throated Sparrow,BTSP,49,V,2,NULL,
99,HT,33.12,HT2-2,HT2,800,1/18/2019,2019,ACT,208,844,844,934,5,9,0,0,2,3,13,577200,3364500,Black-throated Sparrow,BTSP,64,V,2,NULL,
100,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,302,738,738,839,1,4,0,0,1,1,13,577800,3364250,White-crowned Sparrow,WCSP,14,O,3,NULL,
101,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,302,738,738,839,1,4,0,0,1,1,13,577800,3364250,Unknown Raven,UNRV,999,F,1,NULL,
102,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,302,738,738,839,1,4,0,0,1,1,13,577800,3364250,Black-throated Sparrow,BTSP,6,O,2,NULL,
103,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,302,738,738,839,1,4,0,0,1,1,13,577800,3364250,Chihuahuan Raven,CHRA,208,O,1,NULL,
104,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,302,738,738,839,1,4,0,0,1,1,13,577800,3364250,Black-throated Sparrow,BTSP,62,O,1,NULL,
105,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,304,755,738,839,1,4,0,0,1,1,13,577600,3364250,Unknown Sparrow,UNSP,5,V,1,NULL,
106,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,304,755,738,839,1,4,0,0,1,1,13,577600,3364250,Unknown Raven,UNRV,850,V,1,NULL,
107,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Canyon Towhee,CANT,23,V,3,NULL,
108,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Clay-colored Sparrow,CCSP,16,V,3,NULL,
109,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Brewer's Sparrow,BRSP,39,O,1,NULL,
110,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Black-throated Sparrow,BTSP,56,O,1,NULL,
111,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Black-throated Sparrow,BTSP,2,V,2,NULL,
112,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Brewer's Sparrow,BRSP,6,O,1,NULL,
113,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Brewer's Sparrow,BRSP,12,V,4,NULL,
114,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,306,810,738,839,1,4,0,0,1,1,13,577400,3364250,Black-throated Sparrow,BTSP,25,V,2,NULL,
115,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,308,827,738,839,1,4,0,0,1,1,13,577200,3364250,Unknown Bird,UNBI,150,O,1,NULL,
116,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,308,827,738,839,1,4,0,0,1,1,13,577200,3364250,Unknown Raven,UNRV,88,O,1,NULL,
117,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,308,827,738,839,1,4,0,0,1,1,13,577200,3364250,Unknown Sparrow,UNSP,213,V,1,NULL,
118,HT,33.12,HT2-3,HT2,800,1/18/2019,2019,ACT,308,827,738,839,1,4,0,0,1,1,13,577200,3364250,Unknown Sparrow,UNSP,161,V,2,NULL,
119,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,102,933,933,1013,12,14,0,0,2,3,13,573800,3363750,Common Raven,CORA,176,O,1,NULL,
120,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,102,933,933,1013,12,14,0,0,2,3,13,573800,3363750,Black-throated Sparrow,BTSP,18,O,1,NULL,
121,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,102,933,933,1013,12,14,0,0,2,3,13,573800,3363750,Black-throated Sparrow,BTSP,18,V,1,NULL,
122,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,102,933,933,1013,12,14,0,0,2,3,13,573800,3363750,Eastern Meadowlark,EAME,160,O,1,NULL,
123,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,104,946,933,1013,12,14,0,0,2,3,13,573600,3363750,Northern Harrier,NOHA,353,V,1,NULL,
124,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,104,946,933,1013,12,14,0,0,2,3,13,573600,3363750,Say's Phoebe,SAPH,111,V,1,NULL,
125,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,104,946,933,1013,12,14,0,0,2,3,13,573600,3363750,Ladder-backed Woodpecker,LBWO,236,V,1,NULL,
126,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,104,946,933,1013,12,14,0,0,2,3,13,573600,3363750,Black-throated Sparrow,BTSP,31,O,1,NULL,
127,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,106,958,933,1013,12,14,0,0,2,3,13,573400,3363750,Unknown Meadowlark,UNME,82,V,1,NULL,
128,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,108,1004,933,1013,12,14,0,0,2,3,13,573200,3363750,Black-throated Sparrow,BTSP,194,V,2,NULL,
129,HT,33.12,HT3-1,HT3,800,1/18/2019,2019,DPO,108,1004,933,1013,12,14,0,0,2,3,13,573200,3363750,Eastern Meadowlark,EAME,40,V,1,NULL,
130,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,202,916,845,924,6,12,0,0,1,2,13,573800,3363500,Unknown Raven,UNRV,285,V,1,NULL,
131,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,204,906,845,924,6,12,0,0,1,2,13,573600,3363500,Clay-colored Sparrow,CCSP,17,V,1,NULL,
132,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,204,906,845,924,6,12,0,0,1,2,13,573600,3363500,Unknown Raptor,UNRA,418,V,1,NULL,
133,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,204,906,845,924,6,12,0,0,1,2,13,573600,3363500,House Finch,HOFI,224,O,1,NULL,
134,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,204,906,845,924,6,12,0,0,1,2,13,573600,3363500,Brewer's Sparrow,BRSP,9,V,1,NULL,
135,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,204,906,845,924,6,12,0,0,1,2,13,573600,3363500,Eastern Meadowlark,EAME,89,S,1,NULL,
136,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,206,856,845,924,6,12,0,0,1,2,13,573400,3363500,Unknown Raptor,UNRA,363,O,1,NULL,
137,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,206,856,845,924,6,12,0,0,1,2,13,573400,3363500,Black-throated Sparrow,BTSP,71,O,1,NULL,
138,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,206,856,845,924,6,12,0,0,1,2,13,573400,3363500,Eastern Meadowlark,EAME,135,O,1,NULL,
139,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,206,856,845,924,6,12,0,0,1,2,13,573400,3363500,Loggerhead Shrike,LOSH,128,V,1,NULL,
140,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Common Raven,CORA,312,S,1,NULL,
141,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Eastern Meadowlark,EAME,119,S,1,NULL,
142,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Sagebrush Sparrow,SAGS,62,O,2,NULL,
143,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Black-throated Sparrow,BTSP,98,V,1,NULL,
144,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Black-throated Sparrow,BTSP,45,O,1,NULL,
145,HT,33.12,HT3-2,HT3,800,1/18/2019,2019,DPO,208,845,845,924,6,12,0,0,1,2,13,573200,3363500,Black-throated Sparrow,BTSP,57,O,1,NULL,
146,HT,33.12,HT3-3,HT3,800,1/18/2019,2019,DPO,302,745,745,830,0,2,0,0,1,1,13,573800,3363250,Common Raven,CORA,38,S,3,NULL,
147,HT,33.12,HT3-3,HT3,800,1/18/2019,2019,DPO,302,745,745,830,0,2,0,0,1,1,13,573800,3363250,Unknown Raven,UNRV,8,V,1,NULL,
148,HT,33.12,HT3-3,HT3,800,1/18/2019,2019,DPO,302,745,745,830,0,2,0,0,1,1,13,573800,3363250,Unknown Raven,UNRV,31,V,1,NULL,
149,HT,33.12,HT3-3,HT3,800,1/18/2019,2019,DPO,302,745,745,830,0,2,0,0,1,1,13,573800,3363250,Black-throated Sparrow,BTSP,42,O,1,NULL,
150,HT,33.12,HT3-3,HT3,800,1/18/2019,2019,DPO,302,745,745,830,0,2,0,0,1,1,13,573800,3363250,House Finch,HOFI,73,O,3,NULL,
